gene	n_sections_tested	n_sections_delta_gt_0	n_sections_delta_lt_0	mean_delta	median_delta	wilcox_p	wilcox_fdr
APOBEC3C	10	7	3	0.0172138158592102	0.0110490300133535	0.22127181567247	0.690320734028443
PODXL2	10	7	3	0.017203661349741	0.0128453991644784	0.126278928554698	0.5991146130562
BET1	10	5	5	0.017174547685527	0.00395699966599983	0.610298655976554	0.906590313775391
TRIP12	10	4	6	0.0171614655464911	-0.0102109522233597	0.610298655976554	0.906590313775391
GRSF1	10	7	3	0.0171603411024196	0.0216008296166887	0.540817904242618	0.885858208708872
ZNF587B	10	5	5	0.0171427884993755	-0.0038831757934729	1	1
KIAA1324	10	5	5	0.0171341278808776	-0.000643050127096858	0.918812683274642	1
SHMT2	10	4	6	0.0171336380786044	-0.0157307428202372	1	1
RNF146	10	5	5	0.0171313321417053	0.0194727702287296	0.475532659596901	0.847532852165475
SETD6	10	6	4	0.0171110365928808	0.0139907638509536	0.358951435852626	0.801438715296161
JADE1	10	7	3	0.0171083518836026	0.0143252678220784	0.22127181567247	0.690320734028443
TCIRG1	10	5	5	0.0170975212620723	0.00630744571465357	0.414823067184775	0.801438715296161
ZFPL1	10	5	5	0.0170889186129499	0.00501961205988633	0.838463781922464	1
CEP41	10	6	4	0.0170881081137706	0.020654027046754	0.153576396549984	0.639760209321045
ZZEF1	10	6	4	0.017082767495556	0.033684877301174	0.414823067184775	0.801438715296161
SLC49A3	10	6	4	0.0170807384648266	0.00230301784764778	0.414823067184775	0.801438715296161
HCAR1	10	5	5	0.0170780003465011	0.00135253755608421	0.308063229907199	0.77534119209603
RNF208	10	7	3	0.0170576395742581	0.014315520264303	0.153576396549984	0.639760209321045
INTS6	10	4	6	0.0170373000349194	-0.00507953053281856	0.683480902201426	0.943844307269161
GRAMD1B	10	6	4	0.0170311234386042	0.00556369824079027	0.475532659596901	0.847532852165475
TMEM97	10	3	7	0.0170299490228633	-0.0106306030027851	0.759765825978067	0.972318037896177
PLEKHS1	10	4	6	0.0170237823290787	-0.00186519239550331	0.540817904242618	0.885858208708872
SNX14	10	6	4	0.0170183668750778	0.00790537341465872	0.540817904242618	0.885858208708872
RBM28	10	7	3	0.0169609465168717	0.00422183647847724	0.358951435852626	0.801438715296161
DNAJC10	10	5	5	0.0169585078442211	0.00751212257418481	0.838463781922464	1
DNAAF4	10	6	4	0.0169458765535816	0.0139298777085171	0.475532659596901	0.847532852165475
CCNL1	10	6	4	0.0169405763189264	0.0218017673247045	0.610298655976554	0.906590313775391
PGAP2	10	7	3	0.0169356312492093	0.0169120090039309	0.22127181567247	0.690320734028443
FZR1	10	6	4	0.0169322569125046	0.00415573326785456	0.358951435852626	0.801438715296161
BCAR3	10	6	4	0.0169035364995183	0.00433265443752865	0.358951435852626	0.801438715296161
FBLIM1	10	6	4	0.0169030772305004	0.00241808651791839	0.358951435852626	0.801438715296161
CNNM3	10	6	4	0.0168904440558339	0.0293070465858143	0.153576396549984	0.639760209321045
HILPDA	10	5	5	0.0168875703617369	-0.00381105626775222	0.759765825978067	0.972318037896177
TRAPPC6A	10	8	2	0.0168766738870123	0.0288486397521937	0.358951435852626	0.801438715296161
RUSC1	10	6	4	0.0168759064416562	0.0176830958221125	0.475532659596901	0.847532852165475
MINK1	10	7	3	0.0168745971065995	0.0148806250555959	0.475532659596901	0.847532852165475
DHX38	10	5	5	0.0168626620598489	0.00508957920089573	0.540817904242618	0.885858208708872
BICD1	10	6	4	0.0168602340150385	0.0187441141623937	0.475532659596901	0.847532852165475
SFT2D3	10	6	4	0.0168409198883608	0.0188097841457858	0.126278928554698	0.5991146130562
BHLHE40	10	4	6	0.01683191454458	-0.0122550839626075	0.838463781922464	1
RFC5	10	8	2	0.016826587133459	0.0308891799997202	0.153576396549984	0.639760209321045
PIK3CB	10	6	4	0.0168261523762938	0.0251505695481529	0.610298655976554	0.906590313775391
ICE2	10	5	5	0.0168231785146181	0.00381648988138761	0.475532659596901	0.847532852165475
CLIC5	10	7	3	0.0168193447021371	0.0221612465881636	0.22127181567247	0.690320734028443
LAMA5	10	6	4	0.0168184034906763	0.0107771779694836	0.683480902201426	0.943844307269161
AGR3	10	7	3	0.0168132865918469	0.0108980991510071	0.102917539402853	0.563775516315722
DNMBP	10	5	5	0.0168038054325527	0.000139425014483691	0.610298655976554	0.906590313775391
MET	10	4	6	0.0168030734155008	-0.0279272714997425	0.918812683274642	1
ZNF586	10	7	3	0.0167891966361202	0.00879400774028541	0.540817904242618	0.885858208708872
CYP2B6	10	2	4	0.0167829435811019	0	1	1
MUCL3	10	5	5	0.0167624873446191	0.00306165685659812	0.358951435852626	0.801438715296161
RSPH1	10	3	7	0.0167590063504729	-0.00519635373588805	0.918812683274642	1
C16orf72	10	7	3	0.016754872566277	0.0239393694846902	0.262192602406773	0.745071428368784
ALG5	10	5	5	0.0167414088272619	0.00879202910891968	0.610298655976554	0.906590313775391
TAF6L	10	7	3	0.0167357426883865	0.0213704009714542	0.0665457213437161	0.559405962996023
XDH	10	7	3	0.0167323078066567	0.014055085635161	0.308063229907199	0.77534119209603
EBNA1BP2	10	6	4	0.0167157647908791	0.0147775656098255	0.262192602406773	0.745071428368784
HSPA8	10	5	5	0.0167068985498068	-0.0103651312049864	0.683480902201426	0.943844307269161
GPT2	10	4	6	0.0166773348760322	-0.00561828122722509	0.759765825978067	0.972318037896177
ASCC2	10	7	3	0.0166759808670747	0.0294177514906743	0.414823067184775	0.801438715296161
FOXA1	10	6	4	0.0166527059583946	0.0162631977644777	0.358951435852626	0.801438715296161
PNN	10	6	4	0.0166523060811012	0.0144463916730676	0.414823067184775	0.801438715296161
HTT	10	8	2	0.0166427308119353	0.0256105390673483	0.185143724157873	0.639760209321045
ERLIN1	10	7	3	0.0166310329387355	0.00887878348926695	0.126278928554698	0.5991146130562
TM9SF3	10	5	5	0.0166293240803305	-0.000743335882160565	1	1
PPFIA1	10	7	3	0.0165959617971526	0.0475054983453437	0.475532659596901	0.847532852165475
BTRC	10	7	3	0.0165908940965546	0.0255353215893368	0.22127181567247	0.690320734028443
PELI1	10	5	5	0.0165901133568623	0.0139628134327885	0.262192602406773	0.745071428368784
PLA2R1	10	6	4	0.0165588854081897	0.0159611866096887	1	1
WBP4	10	7	3	0.0165515110235382	0.0174005404859976	0.153576396549984	0.639760209321045
ATF5	10	6	4	0.0165466595639714	0.0168564537768862	0.358951435852626	0.801438715296161
SMIM22	10	6	4	0.0165162745987874	0.0181953468178685	0.540817904242618	0.885858208708872
TSPAN13	10	5	5	0.0165035555829559	-0.00106792443865937	0.759765825978067	0.972318037896177
RBM22	10	6	4	0.0164752021018994	0.0109536214621899	0.358951435852626	0.801438715296161
SOCS6	10	7	3	0.0164617481233231	0.0129481039859665	0.358951435852626	0.801438715296161
PTPMT1	10	5	5	0.0164568207978344	0.00085352973688368	0.358951435852626	0.801438715296161
TPRG1	10	4	6	0.0164553649027848	-0.00471633566205574	0.918812683274642	1
ZNF710	10	7	3	0.0164406161062386	0.0389505735465236	0.262192602406773	0.745071428368784
NCAPG2	10	6	4	0.0164380790458009	0.0108497668646246	0.262192602406773	0.745071428368784
PLLP	10	5	5	0.0164361529893141	0.003138926039088	0.610298655976554	0.906590313775391
GJB1	10	4	5	0.01643340508922	-0.00434479643437785	0.635586122278767	0.941676823171334
TTF2	10	5	5	0.0164325030737971	-0.00190368130686873	0.683480902201426	0.943844307269161
KMT5C	10	4	6	0.0164300196884824	-0.00207748870916156	0.759765825978067	0.972318037896177
ZNF284	10	6	4	0.0164102922760821	0.0248798128090975	0.126278928554698	0.5991146130562
SLC25A10	10	6	4	0.01639795137218	0.00451136485141545	0.759765825978067	0.972318037896177
GALE	10	2	8	0.0163912514693561	-0.0105632629086248	0.185143724157873	0.639760209321045
KIAA1671	10	6	4	0.0163901116324979	0.0105636428306013	0.759765825978067	0.972318037896177
LTV1	10	6	4	0.0163872153557965	0.00627460198973523	0.683480902201426	0.943844307269161
ZSCAN18	10	7	3	0.0163794034353652	0.0294110119484425	0.414823067184775	0.801438715296161
AP1S3	10	4	6	0.0163370551551964	-0.00137946109348652	0.838463781922464	1
BRD9	10	5	5	0.0163344161762262	0.0100694698464612	0.540817904242618	0.885858208708872
SNRPF	10	8	2	0.0163247597557298	0.0244039394891798	0.153576396549984	0.639760209321045
DEPDC5	10	3	7	0.0163198982232284	-0.00896915397399896	0.838463781922464	1
TRAK1	10	3	7	0.0163076965635293	-0.0330880594507421	0.683480902201426	0.943844307269161
SMIM20	10	6	4	0.0162954033864827	0.011040993275344	0.759765825978067	0.972318037896177
USP38	10	6	4	0.0162937238770227	0.00254101590334288	0.414823067184775	0.801438715296161
NCKAP5	10	5	5	0.0162729620145669	0.0070287959366668	0.262192602406773	0.745071428368784
MCAT	10	5	5	0.0162619374959202	-0.00389241665321235	0.759765825978067	0.972318037896177
SCYL3	10	7	3	0.0162603771754264	0.0189906284728581	0.0831311427008039	0.563775516315722
ZNF264	10	4	6	0.0162470793360451	-0.00617285783107118	0.918812683274642	1
CHCHD2	10	5	5	0.0162460196599094	0.00860847798696646	0.610298655976554	0.906590313775391
NGLY1	10	4	6	0.0162399987549145	-0.00396906005668099	0.540817904242618	0.885858208708872
CDC42EP4	10	5	5	0.0162373947002194	0.000802597634362806	0.610298655976554	0.906590313775391
RPP38	10	7	3	0.0162338363176361	0.0190359321533828	0.358951435852626	0.801438715296161
PDCL	10	7	3	0.0162281836476022	0.0216928554079515	0.22127181567247	0.690320734028443
ARHGEF37	10	6	4	0.0162230770331155	0.013143603109617	0.308063229907199	0.77534119209603
BRAF	10	6	4	0.0162147884881536	0.0236619156031488	0.358951435852626	0.801438715296161
RBMXL1	10	5	5	0.0161956082378147	0.00996959257751921	0.475532659596901	0.847532852165475
SCAMP5	10	6	4	0.0161946950419845	0.02797464048874	0.126278928554698	0.5991146130562
NUP210	10	4	6	0.0161915707928878	-0.00363563862311132	0.683480902201426	0.943844307269161
PRMT7	10	5	5	0.0161897324704181	0.014466592295146	0.540817904242618	0.885858208708872
MECOM	10	4	6	0.0161800764526623	-0.0113313518471543	0.610298655976554	0.906590313775391
PSMB3	10	4	6	0.0161761152572891	-0.0137142126157458	0.610298655976554	0.906590313775391
SMCR8	10	6	4	0.0161733146100425	0.0254484491533899	0.22127181567247	0.690320734028443
APOOL	10	5	5	0.0161501372751906	-0.0026233491700689	0.918812683274642	1
PPP2R5E	10	7	3	0.016149075409298	0.0164948347608589	0.153576396549984	0.639760209321045
LRRC58	10	7	3	0.0161398929488059	0.0147248820540946	0.185143724157873	0.639760209321045
CSF3R	10	8	2	0.0161398000714266	0.00615877307215124	0.126278928554698	0.5991146130562
ANKRD28	10	7	3	0.0161397429080685	0.00598030840909545	0.22127181567247	0.690320734028443
CWC15	10	6	4	0.0161380964588881	0.0207057712857233	0.475532659596901	0.847532852165475
PSD4	10	6	4	0.0161173738473537	0.011728627166475	0.540817904242618	0.885858208708872
PDZRN3	10	6	4	0.0160902580320974	0.00298082884245736	0.414823067184775	0.801438715296161
MKS1	10	8	2	0.0160887297974138	0.0132056299091912	0.0323129112432441	0.513958086545659
VNN1	10	1	9	0.0160585911504499	-0.00631807138873346	0.0831311427008039	0.563775516315722
SRSF8	10	6	4	0.0160548308556716	0.00715737757097161	0.414823067184775	0.801438715296161
VANGL2	10	5	5	0.0160514710260229	-0.00423113927994939	0.540817904242618	0.885858208708872
STRN	10	6	4	0.0160508794461513	0.00330835448539529	0.540817904242618	0.885858208708872
CEP120	10	6	4	0.016047629376792	0.00566425791493226	0.262192602406773	0.745071428368784
PNPLA2	10	4	6	0.0160459310776301	-0.0131640079073942	0.683480902201426	0.943844307269161
GGT2	10	6	4	0.0160436807692804	0.0188964877297017	0.126278928554698	0.5991146130562
FBXO33	10	7	3	0.0160101042998924	0.00793550639861387	0.308063229907199	0.77534119209603
FUT3	10	4	6	0.0160079174336804	-0.00383892945558878	0.918812683274642	1
SF1	10	6	4	0.0159983291528745	0.0481803230334392	0.475532659596901	0.847532852165475
JMJD8	10	5	5	0.0159971707765817	0.00188372339637004	0.540817904242618	0.885858208708872
TNFRSF12A	10	6	4	0.0159950382820271	0.00505966896906646	0.759765825978067	0.972318037896177
SLC6A14	10	4	6	0.0159583239727962	-0.00577622099730447	0.759765825978067	0.972318037896177
XKR6	10	6	4	0.0159382052512143	0.004705130718321	0.683480902201426	0.943844307269161
ABHD16A	10	5	5	0.0159234704677466	0.00955825948956322	0.475532659596901	0.847532852165475
VARS2	10	5	5	0.0159040894079995	0.00680022914478749	0.540817904242618	0.885858208708872
FARS2	10	7	3	0.0159023308100096	0.0283956610252414	0.22127181567247	0.690320734028443
HAVCR1	10	5	5	0.0158884043311392	0.000814663212546068	0.22127181567247	0.690320734028443
GALNT5	10	5	5	0.0158371898667041	0.00386226431313418	0.475532659596901	0.847532852165475
UBE2W	10	6	4	0.0158342297142264	0.0110632031717401	0.414823067184775	0.801438715296161
PUS7L	10	7	3	0.0158226487496027	0.0180246789626214	0.153576396549984	0.639760209321045
USP34	10	5	5	0.0158210384782403	0.000468007884747282	0.683480902201426	0.943844307269161
FASTKD2	10	8	2	0.0158044769251545	0.0161449793786067	0.185143724157873	0.639760209321045
SFT2D2	10	6	4	0.0157921261129719	0.0149941002751415	0.358951435852626	0.801438715296161
ITPKC	10	5	5	0.0157814335454871	-0.00331997029438322	0.838463781922464	1
USP46	10	7	3	0.0157656476768207	0.0111483642111231	0.126278928554698	0.5991146130562
PLCB4	10	6	4	0.0157418349781855	0.0133620816207606	0.475532659596901	0.847532852165475
LRRC28	10	6	4	0.0157402010687441	0.00247826047400974	0.610298655976554	0.906590313775391
SPCS1	10	5	5	0.0157270599751105	-0.00070248837534273	0.683480902201426	0.943844307269161
LRIG1	10	7	3	0.0157164523262076	0.0416976327942957	0.540817904242618	0.885858208708872
TMED7	10	7	3	0.0157158302933838	0.0167712448562077	0.308063229907199	0.77534119209603
MAML2	10	6	4	0.0157121086425907	0.030699346937863	0.308063229907199	0.77534119209603
APEX2	10	5	5	0.0156911003649343	0.00171339608446517	0.475532659596901	0.847532852165475
DTX3L	10	6	4	0.015688915972626	0.013427665728989	0.358951435852626	0.801438715296161
SLC28A3	10	4	6	0.0156865128244132	-0.00384264407753699	0.610298655976554	0.906590313775391
CA13	10	5	5	0.0156775430847364	-0.0019143560677021	0.838463781922464	1
COA3	10	6	4	0.0156719394203552	0.0151287224185182	0.475532659596901	0.847532852165475
ECI2	10	7	3	0.0156695119834283	0.0155522765323316	0.126278928554698	0.5991146130562
CORO2A	10	7	3	0.0156412775073031	0.0145654188636094	0.262192602406773	0.745071428368784
EIF2AK3	10	4	6	0.0156394114523995	-0.0223323726891993	0.683480902201426	0.943844307269161
MCCC1	10	6	4	0.0156356450046905	0.00736047393867152	0.759765825978067	0.972318037896177
NFKBIL1	10	7	3	0.0156326419982869	0.018229842367699	0.308063229907199	0.77534119209603
BAMBI	10	6	4	0.0156270879996339	0.00874617060618026	0.308063229907199	0.77534119209603
GFOD2	10	7	3	0.0156161381010067	0.0132609803343018	0.126278928554698	0.5991146130562
TFPT	10	6	4	0.0156047134295236	0.00784292643312811	0.414823067184775	0.801438715296161
DNAJC24	10	6	4	0.0156027089829807	0.015902371137609	0.414823067184775	0.801438715296161
SERP1	10	4	6	0.0155692188446924	-0.0174525847506483	0.918812683274642	1
POLE4	10	5	5	0.015546667167263	0.016565746554418	0.308063229907199	0.77534119209603
RFXANK	10	8	2	0.0155445839142132	0.0141707512162065	0.153576396549984	0.639760209321045
INSIG1	10	6	4	0.0155399063591093	0.00676313001908642	0.540817904242618	0.885858208708872
DNAJB13	10	5	5	0.0155383235013523	0.00460793428953687	0.308063229907199	0.77534119209603
PLK1	10	5	5	0.0154897858510236	0.00925590161883345	0.414823067184775	0.801438715296161
SLC39A5	10	4	5	0.0154851933900955	-0.000655283554748432	0.406941216918031	0.801438715296161
DCTN6	10	5	5	0.0154819245423943	0.00803613306231504	0.475532659596901	0.847532852165475
ZNF260	10	6	4	0.0154753579744646	0.00156157804307479	0.540817904242618	0.885858208708872
AC119396.1	10	2	8	0.0154698167379549	-0.00493012724243882	0.414823067184775	0.801438715296161
APMAP	10	7	3	0.0154689645067708	0.0100088356110509	0.185143724157873	0.639760209321045
PGK1	10	5	5	0.0154667723310587	-0.00499261612144752	0.918812683274642	1
TMEM87B	10	5	5	0.015463286040046	-0.00234983511646268	1	1
TBCK	10	5	5	0.0154438890998706	-0.00430163777511587	0.759765825978067	0.972318037896177
FAM136A	10	6	4	0.0154414887451219	0.01427008384316	0.414823067184775	0.801438715296161
GLB1L2	10	7	3	0.0154349710647463	0.00765879810330215	0.102917539402853	0.563775516315722
NR1I2	10	3	7	0.015422894746801	-0.0031692339686575	0.610298655976554	0.906590313775391
MAML1	10	7	3	0.0154211683894191	0.0188499186892438	0.153576396549984	0.639760209321045
BTN3A3	10	5	5	0.0154188512745043	0.00557983756584795	0.475532659596901	0.847532852165475
DPM2	10	6	4	0.0154155962510756	0.00894258906857804	0.358951435852626	0.801438715296161
SPINDOC	10	5	5	0.0154126105417504	0.00773428533353914	0.414823067184775	0.801438715296161
ZNF664	10	6	4	0.015405786285163	0.00451256501900693	1	1
BCL9	10	5	5	0.0153882877268741	0.00764382585328361	0.358951435852626	0.801438715296161
TMEM165	10	5	5	0.0153858846512829	0.00572982292413607	1	1
RPIA	10	5	5	0.0153737715672002	0.00161369160194859	0.838463781922464	1
RIPK3	10	5	5	0.0153658633110913	0.000402010779035646	0.759765825978067	0.972318037896177
DPY30	10	5	5	0.0153658232095184	-0.00724530538283179	0.683480902201426	0.943844307269161
NRARP	10	6	4	0.0153640226087342	0.0104336527941274	0.358951435852626	0.801438715296161
RNF214	10	7	3	0.0153529446292146	0.0225747036180256	0.185143724157873	0.639760209321045
ARHGAP29	10	8	2	0.0153355148065802	0.0168425631021007	0.0527870006322246	0.559405962996023
KCTD14	10	4	6	0.015323415777574	-0.00776230737569522	0.540817904242618	0.885858208708872
UNK	10	5	5	0.0153025826735241	0.00642546615926753	0.475532659596901	0.847532852165475
ELMSAN1	10	5	5	0.0152970475462606	-0.00148730909473869	0.759765825978067	0.972318037896177
MAPK1	10	7	3	0.0152967609648324	0.0133317789187244	0.185143724157873	0.639760209321045
ACYP1	10	5	5	0.0152918401826897	-6.42836635542585e-05	0.759765825978067	0.972318037896177
CBR4	10	7	3	0.0152916210834835	0.00676291902959531	0.475532659596901	0.847532852165475
ORC4	10	5	5	0.0152772761437505	0.000519348486641695	0.683480902201426	0.943844307269161
GTF2H5	10	5	5	0.0152719979374155	-0.00772226174067723	0.475532659596901	0.847532852165475
DHRS7	10	6	4	0.0152651821607039	0.019046128921157	0.358951435852626	0.801438715296161
ALDH18A1	10	6	4	0.0152639740098288	0.00979488538684211	0.610298655976554	0.906590313775391
IFT122	10	7	3	0.0152528418313023	0.0227104027322523	0.358951435852626	0.801438715296161
FECH	10	7	3	0.0152478120090285	0.0165462953306831	0.22127181567247	0.690320734028443
LOXL2	10	7	3	0.0152436636242847	0.0261348496919645	0.358951435852626	0.801438715296161
DPCD	10	7	3	0.0152405398001819	0.0165107777027301	0.358951435852626	0.801438715296161
COTL1	10	4	6	0.0152368603396352	-0.00941227406222826	1	1
ADAP1	10	6	4	0.015233785478062	0.011735694012019	0.262192602406773	0.745071428368784
LINS1	10	6	4	0.015225630882569	0.00872751298604303	0.358951435852626	0.801438715296161
ZC4H2	10	5	5	0.0152183517459933	0.00738270139217374	0.414823067184775	0.801438715296161
PIKFYVE	10	5	5	0.0152163326042579	0.00427391283015928	0.683480902201426	0.943844307269161
KLHL23	10	4	6	0.0152130830850223	-0.00731770599609387	1	1
FBXO2	10	4	6	0.0151964204396937	-0.00567566768407046	0.540817904242618	0.885858208708872
